price,image_link,address,city,zone,summary
900 $,https://mspublic.centris.ca/media.ashx?id=ADDD250D2EF5684D1C6EE21D1C&t=pi&w=320&h=240&sm=c,"1665, boulevard  Desmarchais, app. 4",Montréal (Le Sud-Ouest),Quartier Saint-Paul/Émard,/fr/condo-appartement~a-louer~montreal-le-sud-ouest/21976369?view=Summary
1 000 $,https://mspublic.centris.ca/media.ashx?id=ADDD250D2AEC43EDD3C1030D1B&t=pi&w=320&h=240&sm=c,"792, Avenue  Ogilvy",Montréal (Villeray/Saint-Michel/Parc-Extension),Quartier Parc-Extension,/fr/condo-appartement~a-louer~montreal-villeray-saint-michel-parc-extension/13899735?view=Summary
300 $,https://mspublic.centris.ca/media.ashx?id=ADDD250D2478BBDDDFF633BD1F&t=pi&w=320&h=240&sm=c,"1450V, boulevard  René-Lévesque Ouest",Montréal (Ville-Marie),Quartier Mille Carré Doré,/fr/terrain~a-louer~montreal-ville-marie/10091992?view=Summary
700 $,https://mspublic.centris.ca/media.ashx?id=ADDD250D2A71F30D12DC10CD1F&t=pi&w=320&h=240&sm=c,"1840, Rue  Senkus, app. 101",Montréal (LaSalle),,/fr/condo-appartement~a-louer~montreal-lasalle/19939700?view=Summary
975 $,https://mspublic.centris.ca/media.ashx?id=ADDD250D2EFFF0AD14B5C49D1B&t=pi&w=320&h=240&sm=c,"105, 11e Avenue",Montréal (Lachine),Quartier Est,/fr/condo-appartement~a-louer~montreal-lachine/19457067?view=Summary
850 $,https://mspublic.centris.ca/media.ashx?id=ADDD250D2AA7BBDDD533197D12&t=pi&w=320&h=240&sm=c,"2035, Rue  Chomedey, app. 6",Montréal (Ville-Marie),Quartier Centre Ouest,/fr/condo-appartement~a-louer~montreal-ville-marie/15585724?view=Summary
1 000 $,https://mspublic.centris.ca/media.ashx?id=ADDD250D2A95DFCDDF1576BD1E&t=pi&w=320&h=240&sm=c,"3069, Rue  Villeray",Montréal (Villeray/Saint-Michel/Parc-Extension),Quartier Saint-Michel,/fr/condo-appartement~a-louer~montreal-villeray-saint-michel-parc-extension/9563384?view=Summary
1 000 $,https://mspublic.centris.ca/media.ashx?id=ADDD250D2E15B49D1E2BD9CD11&t=pi&w=320&h=240&sm=c,"1558, Rue  De Salaberry",Montréal (Ahuntsic-Cartierville),Quartier Nouveau Bordeaux,/fr/condo-appartement~a-louer~montreal-ahuntsic-cartierville/22249652?view=Summary
985 $,https://mspublic.centris.ca/media.ashx?id=ADDD250D2C03773D11201C4D1E&t=pi&w=320&h=240&sm=c,"6740, boulevard  Décarie, app. 405",Montréal (Côte-des-Neiges/Notre-Dame-de-Grâce),Quartier Côte-des-Neiges,/fr/condo-appartement~a-louer~montreal-cote-des-neiges-notre-dame-de-grace/18051394?view=Summary
950 $,https://mspublic.centris.ca/media.ashx?id=ADDD250D2E57239D1C69FA5D1C&t=pi&w=320&h=240&sm=c,"12067, boulevard  Lacordaire",Montréal (Montréal-Nord),,/fr/condo-appartement~a-louer~montreal-montreal-nord/22002030?view=Summary
660 $,https://mspublic.centris.ca/media.ashx?id=ADDD250D20204E9DD3F8966D10&t=pi&w=320&h=240&sm=c,"9428, Rue  Basile-Routhier",Montréal (Ahuntsic-Cartierville),Quartier Ahuntsic Ouest,/fr/condo-appartement~a-louer~montreal-ahuntsic-cartierville/14265343?view=Summary
975 $,https://mspublic.centris.ca/media.ashx?id=ADDD250D2C037D2D1D08EB3D1B&t=pi&w=320&h=240&sm=c,"6740, boulevard  Décarie, app. 210",Montréal (Côte-des-Neiges/Notre-Dame-de-Grâce),Quartier Côte-des-Neiges,/fr/condo-appartement~a-louer~montreal-cote-des-neiges-notre-dame-de-grace/17278349?view=Summary
600 $,https://mspublic.centris.ca/media.ashx?id=ADDD250D204010DD1031DC2D10&t=pi&w=320&h=240&sm=c,"7433, boulevard  Pie-IX, app. 6",Montréal (Villeray/Saint-Michel/Parc-Extension),Quartier Saint-Michel,/fr/condo-appartement~a-louer~montreal-villeray-saint-michel-parc-extension/24973379?view=Summary
